,value
68362,4.695
68363,4.715
68364,4.755
68365,4.76
68366,4.735
68367,4.69
68368,4.66
68369,4.665
68370,4.675
68371,4.68
68372,4.685
68373,4.695
68374,4.695
68375,4.7
68376,4.675
68377,4.66
68378,4.65
68379,4.645
68380,4.655
68381,4.665
68382,4.675
68383,4.675
68384,4.67
68385,4.67
68386,4.67
68387,4.67
68388,4.67
68389,4.675
68390,4.675
68391,4.67
68392,4.665
68393,4.655
68394,4.67
68395,4.675
68396,4.665
68397,4.655
68398,4.645
68399,4.66
68400,4.66
68401,4.64
68402,4.655
68403,4.67
68404,4.66
68405,4.655
68406,4.665
68407,4.685
68408,4.69
68409,4.68
68410,4.7
68411,4.71
68412,4.725
68413,4.73
68414,4.75
68415,4.77
68416,4.78
68417,4.785
68418,4.81
68419,4.825
68420,4.85
68421,4.85
68422,4.86
68423,4.89
68424,4.9
68425,4.905
68426,4.91
68427,4.93
68428,4.955
68429,4.945
68430,4.935
68431,4.945
68432,4.96
68433,4.945
68434,4.93
68435,4.935
68436,4.935
68437,4.935
68438,4.91
68439,4.895
68440,4.915
68441,4.9
68442,4.89
68443,4.885
68444,4.885
68445,4.88
68446,4.88
68447,4.86
68448,4.86
68449,4.875
68450,4.865
68451,4.855
68452,4.865
68453,4.87
68454,4.855
68455,4.86
68456,4.85
68457,4.87
68458,4.865
68459,4.855
68460,4.85
68461,4.865
68462,4.875
68463,4.855
68464,4.85
68465,4.86
68466,4.86
68467,4.85
68468,4.84
68469,4.845
68470,4.845
68471,4.85
68472,4.835
68473,4.825
68474,4.84
68475,4.84
68476,4.83
68477,4.84
68478,4.845
68479,4.84
68480,4.81
68481,4.83
68482,4.825
68483,4.81
68484,4.795
68485,4.805
68486,4.805
68487,4.795
68488,4.8
68489,4.81
68490,4.825
68491,4.82
68492,4.825
68493,4.82
68494,4.835
68495,4.835
68496,4.84
68497,4.84
68498,4.845
68499,4.845
68500,4.835
68501,4.825
68502,4.83
68503,4.84
68504,4.825
68505,4.8
68506,4.795
68507,4.8
68508,4.78
68509,4.78
68510,4.785
68511,4.8
68512,4.785
68513,4.785
68514,4.775
68515,4.785
68516,4.79
68517,4.775
68518,4.765
68519,4.78
68520,4.78
68521,4.78
68522,4.77
68523,4.78
68524,4.785
68525,4.79
68526,4.77
68527,4.78
68528,4.8
68529,4.775
68530,4.77
68531,4.775
68532,4.8
68533,4.79
68534,4.78
68535,4.79
68536,4.8
68537,4.795
68538,4.785
68539,4.8
68540,4.805
68541,4.815
68542,4.82
68543,4.84
68544,4.895
68545,4.985
68546,5.19
68547,5.67
68548,5.945
68549,5.605
68550,5.45
68551,5.195
68552,5.25
68553,5.265
68554,5.295
68555,5.31
68556,5.355
68557,5.38
68558,5.37
68559,5.36
68560,5.385
68561,5.42
68562,5.415
68563,5.395
68564,5.38
68565,5.335
68566,5.245
68567,5.16
68568,5.09
68569,4.985
68570,4.855
68571,4.795
68572,4.825
68573,4.845
68574,4.84
68575,4.825
68576,4.755
68577,4.725
68578,4.695
68579,4.69
68580,4.665
68581,4.67
68582,4.67
68583,4.665
68584,4.665
68585,4.68
68586,4.675
68587,4.655
68588,4.635
68589,4.64
68590,4.66
68591,4.665
68592,4.66
68593,4.66
68594,4.665
68595,4.675
68596,4.66
68597,4.66
68598,4.68
68599,4.675
68600,4.665
68601,4.67
68602,4.68
68603,4.695
68604,4.675
68605,4.665
68606,4.665
68607,4.67
68608,4.67
68609,4.665
68610,4.66
68611,4.68
68612,4.68
68613,4.675
68614,4.68
68615,4.69
68616,4.69
68617,4.69
68618,4.695
68619,4.72
68620,4.73
68621,4.735
68622,4.745
68623,4.755
68624,4.77
68625,4.775
68626,4.79
68627,4.825
68628,4.835
68629,4.84
68630,4.855
68631,4.865
68632,4.89
68633,4.89
68634,4.885
68635,4.905
68636,4.91
68637,4.925
68638,4.91
68639,4.905
68640,4.92
68641,4.92
68642,4.915
68643,4.915
68644,4.925
68645,4.915
68646,4.9
68647,4.895
68648,4.92
68649,4.93
68650,4.925
68651,4.895
68652,4.89
68653,4.9
68654,4.88
68655,4.875
68656,4.88
68657,4.895
68658,4.875
68659,4.865
68660,4.87
68661,4.87
68662,4.865
68663,4.86
68664,4.86
68665,4.875
68666,4.87
68667,4.86
68668,4.855
68669,4.86
68670,4.865
68671,4.84
68672,4.835
68673,4.865
68674,4.875
68675,4.875
68676,4.86
68677,4.865
68678,4.87
68679,4.855
68680,4.845
68681,4.87
68682,4.885
68683,4.88
68684,4.855
68685,4.855
68686,4.865
68687,4.865
68688,4.84
68689,4.835
68690,4.845
68691,4.86
68692,4.84
68693,4.84
68694,4.84
68695,4.84
68696,4.84
68697,4.825
68698,4.835
68699,4.835
68700,4.835
68701,4.815
68702,4.825
68703,4.835
68704,4.83
68705,4.81
68706,4.825
68707,4.835
68708,4.815
68709,4.805
68710,4.81
68711,4.82
68712,4.81
68713,4.785
68714,4.78
68715,4.81
68716,4.83
68717,4.825
68718,4.815
68719,4.82
68720,4.82
68721,4.805
68722,4.805
68723,4.815
68724,4.805
68725,4.8
68726,4.795
68727,4.805
68728,4.8
68729,4.805
68730,4.8
68731,4.81
68732,4.825
68733,4.82
68734,4.81
68735,4.81
68736,4.815
68737,4.84
68738,4.83
68739,4.82
68740,4.815
68741,4.815
68742,4.805
68743,4.79
68744,4.8
68745,4.81
68746,4.82
68747,4.83
68748,4.855
68749,4.865
68750,4.86
68751,4.86
68752,4.885
68753,4.91
68754,4.94
68755,4.975
68756,5.085
68757,5.44
68758,5.9
68759,5.8
68760,5.415
68761,5.295
68762,5.315
68763,5.3
68764,5.3
68765,5.3
68766,5.32
68767,5.325
68768,5.33
68769,5.35
68770,5.37
68771,5.375
68772,5.37
68773,5.385
68774,5.355
68775,5.335
68776,5.19
68777,5.13
68778,5.005
68779,4.88
68780,4.83
68781,4.86
68782,4.875
68783,4.825
68784,4.755
68785,4.735
68786,4.7
68787,4.675
68788,4.675
68789,4.7
68790,4.72
68791,4.72
68792,4.715
68793,4.705
68794,4.71
68795,4.69
68796,4.685
68797,4.685
68798,4.705
68799,4.705
68800,4.7
68801,4.68
68802,4.705
68803,4.73
68804,4.725
68805,4.705
68806,4.73
68807,4.735
68808,4.735
68809,4.73
68810,4.74
68811,4.75
68812,4.75
68813,4.75
68814,4.75
68815,4.76
68816,4.76
68817,4.745
68818,4.74
68819,4.755
68820,4.765
68821,4.765
68822,4.77
68823,4.79
68824,4.79
68825,4.79
68826,4.81
68827,4.845
68828,4.855
68829,4.86
68830,4.86
68831,4.87
68832,4.885
68833,4.895
68834,4.89
68835,4.92
68836,4.945
68837,4.955
68838,4.945
68839,4.945
68840,4.955
68841,4.965
68842,4.965
68843,4.96
68844,4.97
68845,4.97
68846,4.975
68847,4.965
68848,4.99
68849,4.99
68850,4.99
68851,4.96
68852,4.965
68853,4.96
68854,4.935
68855,4.925
68856,4.93
68857,4.945
68858,4.93
68859,4.92
68860,4.91
68861,4.92
68862,4.905
68863,4.9
68864,4.905
68865,4.915
68866,4.91
68867,4.9
68868,4.895
68869,4.9
68870,4.9
68871,4.895
68872,4.89
68873,4.895
68874,4.895
68875,4.9
68876,4.88
68877,4.88
68878,4.89
68879,4.885
68880,4.885
68881,4.89
68882,4.9
68883,4.885
68884,4.87
68885,4.88
68886,4.89
68887,4.89
68888,4.89
68889,4.89
68890,4.89
68891,4.885
68892,4.875
68893,4.88
68894,4.88
68895,4.87
68896,4.855
68897,4.855
68898,4.865
68899,4.86
68900,4.865
68901,4.835
68902,4.855
68903,4.86
68904,4.85
68905,4.845
68906,4.85
68907,4.855
68908,4.85
68909,4.845
68910,4.83
68911,4.835
68912,4.835
68913,4.83
68914,4.82
68915,4.835
68916,4.83
68917,4.815
68918,4.815
68919,4.815
68920,4.825
68921,4.825
68922,4.81
68923,4.82
68924,4.825
68925,4.82
68926,4.805
68927,4.82
68928,4.82
68929,4.82
68930,4.815
68931,4.82
68932,4.825
68933,4.825
68934,4.815
68935,4.82
68936,4.83
68937,4.83
68938,4.815
68939,4.815
68940,4.825
68941,4.82
68942,4.81
68943,4.81
68944,4.825
68945,4.82
68946,4.815
68947,4.815
68948,4.83
68949,4.84
68950,4.835
68951,4.83
68952,4.83
68953,4.84
68954,4.845
68955,4.84
68956,4.845
68957,4.865
68958,4.875
68959,4.89
68960,4.97
68961,5.175
68962,5.64
68963,5.895
68964,5.595
68965,5.305
68966,5.28
68967,5.3
68968,5.32
68969,5.34
68970,5.36
68971,5.37
68972,5.355
68973,5.34
68974,5.33
68975,5.325
68976,5.3
68977,5.275
68978,5.245
68979,5.165
68980,5.055
68981,5.01
68982,4.94
68983,4.805
68984,4.695
68985,4.72
68986,4.765
68987,4.785
68988,4.775
68989,4.76
68990,4.73
68991,4.705
68992,4.72
68993,4.745
68994,4.775
68995,4.785
68996,4.77
68997,4.75
68998,4.725
68999,4.71
69000,4.7
69001,4.68
69002,4.695
69003,4.71
69004,4.695
69005,4.685
69006,4.695
69007,4.71
69008,4.695
69009,4.69
69010,4.695
69011,4.7
69012,4.69
69013,4.675
69014,4.68
69015,4.68
69016,4.675
69017,4.665
69018,4.665
69019,4.665
69020,4.67
69021,4.665
69022,4.655
69023,4.665
69024,4.665
69025,4.66
69026,4.655
69027,4.675
69028,4.69
69029,4.68
69030,4.685
69031,4.705
69032,4.73
69033,4.73
69034,4.735
69035,4.755
69036,4.78
69037,4.785
69038,4.8
69039,4.83
69040,4.855
69041,4.865
69042,4.865
69043,4.9
69044,4.92
69045,4.94
69046,4.95
69047,4.955
69048,4.985
69049,4.99
69050,4.995
69051,5.0
69052,5.015
69053,5.015
69054,5.015
69055,5.0
69056,5.015
69057,5.0
69058,5.0
69059,4.99
69060,4.965
69061,4.975
69062,4.975
69063,4.96
69064,4.95
69065,4.935
69066,4.945
69067,4.915
69068,4.925
69069,4.925
69070,4.915
69071,4.895
69072,4.9
69073,4.915
69074,4.925
69075,4.92
69076,4.895
69077,4.915
69078,4.91
69079,4.9
69080,4.9
69081,4.91
69082,4.905
69083,4.91
69084,4.905
69085,4.91
69086,4.9
69087,4.9
69088,4.895
69089,4.9
69090,4.905
69091,4.9
69092,4.89
69093,4.9
69094,4.905
69095,4.895
69096,4.89
69097,4.88
69098,4.905
69099,4.9
69100,4.89
69101,4.88
69102,4.89
69103,4.89
69104,4.88
69105,4.875
69106,4.875
69107,4.87
69108,4.865
69109,4.86
69110,4.865
69111,4.865
69112,4.855
69113,4.855
69114,4.84
69115,4.86
69116,4.865
69117,4.85
69118,4.85
69119,4.855
69120,4.86
69121,4.85
69122,4.84
69123,4.855
69124,4.855
69125,4.855
69126,4.84
69127,4.84
69128,4.855
69129,4.845
69130,4.84
69131,4.85
69132,4.85
69133,4.85
69134,4.835
69135,4.835
69136,4.85
69137,4.84
69138,4.835
69139,4.835
69140,4.85
69141,4.85
69142,4.84
69143,4.845
69144,4.845
69145,4.85
69146,4.855
69147,4.845
69148,4.86
69149,4.86
69150,4.86
69151,4.835
69152,4.845
69153,4.865
69154,4.86
69155,4.85
69156,4.86
69157,4.87
69158,4.875
69159,4.87
69160,4.89
69161,4.905
69162,4.94
69163,4.995
69164,5.18
69165,5.695
69166,6.0
69167,5.6
69168,5.29
69169,5.3
69170,5.345
69171,5.345
69172,5.35
69173,5.38
69174,5.38
69175,5.38
69176,5.35
69177,5.37
69178,5.375
69179,5.355
69180,5.325
69181,5.305
69182,5.23
69183,5.115
69184,5.02
69185,4.91
69186,4.8
69187,4.775
69188,4.805
69189,4.84
69190,4.835
69191,4.79
69192,4.755
69193,4.74
69194,4.745
69195,4.765
69196,4.775
69197,4.765
69198,4.765
69199,4.77
69200,4.765
69201,4.74
69202,4.745
69203,4.765
69204,4.785
69205,4.775
69206,4.795
69207,4.805
69208,4.82
69209,4.82
69210,4.835
69211,4.825
69212,4.81
69213,4.805
69214,4.8
69215,4.8
69216,4.79
69217,4.765
69218,4.75
69219,4.735
69220,4.735
69221,4.71
69222,4.695
69223,4.715
69224,4.705
69225,4.705
69226,4.68
69227,4.695
69228,4.695
69229,4.69
69230,4.67
69231,4.685
69232,4.7
69233,4.695
69234,4.69
69235,4.705
69236,4.72
69237,4.725
69238,4.74
69239,4.76
69240,4.79
69241,4.815
69242,4.815
69243,4.82
69244,4.85
69245,4.865
69246,4.865
69247,4.9
69248,4.92
69249,4.94
69250,4.945
69251,4.95
69252,4.97
69253,4.99
69254,4.99
69255,4.98
69256,4.99
69257,4.99
69258,4.985
69259,4.975
69260,4.975
69261,4.975
69262,4.975
69263,4.96
69264,4.96
69265,4.965
69266,4.955
69267,4.935
69268,4.93
69269,4.94
69270,4.935
69271,4.915
69272,4.91
69273,4.92
69274,4.91
69275,4.915
69276,4.895
69277,4.915
69278,4.92
69279,4.905
69280,4.905
69281,4.905
69282,4.9
69283,4.895
69284,4.89
69285,4.9
69286,4.91
69287,4.91
69288,4.9
69289,4.89
69290,4.89
69291,4.875
69292,4.89
69293,4.885
69294,4.885
69295,4.875
69296,4.855
69297,4.865
69298,4.88
69299,4.89
69300,4.885
69301,4.87
69302,4.875
69303,4.875
69304,4.855
69305,4.845
69306,4.85
69307,4.86
69308,4.845
69309,4.845
69310,4.87
69311,4.86
69312,4.87
69313,4.855
69314,4.855
69315,4.87
69316,4.855
69317,4.83
69318,4.815
69319,4.845
69320,4.855
69321,4.84
69322,4.845
69323,4.86
69324,4.845
69325,4.85
69326,4.835
69327,4.845
69328,4.86
69329,4.85
69330,4.835
69331,4.855
69332,4.86
69333,4.85
69334,4.825
69335,4.835
69336,4.835
69337,4.84
69338,4.825
69339,4.815
69340,4.83
69341,4.82
69342,4.82
69343,4.85
69344,4.875
69345,4.87
69346,4.86
69347,4.85
69348,4.845
69349,4.835
69350,4.84
69351,4.85
69352,4.86
69353,4.86
69354,4.85
69355,4.85
69356,4.86
69357,4.875
69358,4.885
69359,4.885
69360,4.92
69361,4.975
69362,5.035
69363,5.265
69364,5.78
69365,5.89
69366,5.49
69367,5.29
69368,5.32
69369,5.35
69370,5.35
69371,5.34
69372,5.345
69373,5.33
69374,5.3
69375,5.285
69376,5.27
69377,5.255
69378,5.225
69379,5.145
69380,5.05
69381,4.96
69382,4.865
69383,4.715
69384,4.58
69385,4.56
69386,4.615
69387,4.65
69388,4.655
69389,4.665
69390,4.69
69391,4.685
69392,4.685
69393,4.725
69394,4.79
69395,4.835
69396,4.835
69397,4.815
69398,4.81
69399,4.79
69400,4.78
69401,4.785
69402,4.815
69403,4.82
69404,4.83
69405,4.83
69406,4.85
69407,4.87
69408,4.85
69409,4.845
69410,4.86
69411,4.855
69412,4.85
69413,4.83
69414,4.815
69415,4.835
69416,4.85
69417,4.85
69418,4.855
69419,4.88
69420,4.89
69421,4.895
69422,4.9
69423,4.9
69424,4.905
69425,4.915
69426,4.895
69427,4.885
69428,4.895
69429,4.93
69430,4.92
69431,4.925
69432,4.945
69433,4.94
69434,4.94
69435,4.93
69436,4.93
69437,4.915
69438,4.91
69439,4.925
69440,4.955
69441,4.97
69442,4.97
69443,4.98
69444,4.99
69445,4.985
69446,5.0
69447,5.01
69448,5.03
69449,5.045
69450,5.05
69451,5.015
69452,5.02
69453,5.025
69454,5.02
69455,5.03
69456,5.015
69457,5.015
69458,4.995
69459,4.97
69460,4.97
69461,4.97
69462,4.97
69463,4.965
69464,4.965
69465,4.965
69466,4.955
69467,4.925
69468,4.92
69469,4.925
69470,4.945
69471,4.94
69472,4.935
69473,4.945
69474,4.935
69475,4.93
69476,4.915
69477,4.935
69478,4.94
69479,4.915
69480,4.915
69481,4.92
69482,4.92
69483,4.9
69484,4.89
69485,4.905
69486,4.915
69487,4.91
69488,4.9
69489,4.905
69490,4.905
69491,4.895
69492,4.895
69493,4.895
69494,4.905
69495,4.905
69496,4.885
69497,4.875
69498,4.88
69499,4.88
69500,4.885
69501,4.865
69502,4.88
69503,4.88
69504,4.865
69505,4.85
69506,4.86
69507,4.86
69508,4.86
69509,4.86
69510,4.86
69511,4.865
69512,4.86
69513,4.855
69514,4.855
69515,4.86
69516,4.855
69517,4.855
69518,4.855
69519,4.85
69520,4.855
69521,4.85
69522,4.845
69523,4.855
69524,4.855
69525,4.86
69526,4.84
69527,4.85
69528,4.855
69529,4.85
69530,4.845
69531,4.845
69532,4.85
69533,4.845
69534,4.835
69535,4.83
69536,4.84
69537,4.85
69538,4.835
69539,4.845
69540,4.845
69541,4.845
69542,4.835
69543,4.84
69544,4.84
69545,4.85
69546,4.825
69547,4.83
69548,4.84
69549,4.85
69550,4.855
69551,4.845
69552,4.85
69553,4.865
69554,4.85
69555,4.85
69556,4.865
69557,4.88
69558,4.885
69559,4.88
69560,4.9
69561,4.94
69562,4.99
69563,5.1
69564,5.44
69565,5.845
69566,5.82
69567,5.47
69568,5.3
69569,5.325
69570,5.345
69571,5.345
69572,5.36
69573,5.385
69574,5.395
69575,5.385
69576,5.37
69577,5.38
69578,5.375
69579,5.365
69580,5.33
69581,5.32
69582,5.27
69583,5.17
69584,5.075
69585,5.015
69586,4.92
69587,4.79
69588,4.715
69589,4.705
69590,4.75
69591,4.74
69592,4.73
69593,4.715
69594,4.695
69595,4.685
69596,4.685
69597,4.71
69598,4.74
69599,4.765
69600,4.76
69601,4.745
69602,4.76
69603,4.765
69604,4.75
69605,4.735
69606,4.725
69607,4.74
69608,4.74
69609,4.75
69610,4.74
69611,4.75
69612,4.77
69613,4.755
69614,4.76
69615,4.77
69616,4.775
69617,4.755
69618,4.75
69619,4.765
69620,4.76
69621,4.75
69622,4.75
69623,4.76
69624,4.755
69625,4.755
69626,4.74
69627,4.745
69628,4.745
69629,4.74
69630,4.74
69631,4.76
69632,4.755
69633,4.76
69634,4.755
69635,4.76
69636,4.775
69637,4.78
69638,4.77
69639,4.79
69640,4.815
69641,4.815
69642,4.815
69643,4.825
69644,4.85
69645,4.865
69646,4.86
69647,4.87
69648,4.905
69649,4.92
69650,4.93
69651,4.935
69652,4.96
69653,4.98
69654,4.985
69655,4.98
69656,5.0
69657,5.03
69658,5.025
69659,5.015
69660,5.025
69661,5.04
69662,5.05
69663,5.05
69664,5.055
69665,5.055
69666,5.05
69667,5.045
69668,5.035
69669,5.04
69670,5.04
69671,5.035
69672,5.02
69673,5.01
69674,5.01
69675,5.005
69676,4.985
69677,4.985
69678,4.98
69679,4.955
69680,4.94
69681,4.93
69682,4.92
69683,4.905
69684,4.895
69685,4.905
69686,4.91
69687,4.905
69688,4.89
69689,4.895
69690,4.895
69691,4.905
69692,4.87
69693,4.88
69694,4.895
69695,4.89
69696,4.875
69697,4.875
69698,4.89
69699,4.885
69700,4.88
69701,4.86
69702,4.88
69703,4.885
69704,4.87
69705,4.85
69706,4.865
69707,4.875
69708,4.86
69709,4.855
69710,4.855
69711,4.865
69712,4.85
69713,4.85
69714,4.835
69715,4.86
69716,4.855
69717,4.84
69718,4.83
69719,4.85
69720,4.85
69721,4.845
69722,4.835
69723,4.84
69724,4.84
69725,4.835
69726,4.81
69727,4.84
69728,4.83
69729,4.82
69730,4.81
69731,4.83
69732,4.825
69733,4.82
69734,4.815
69735,4.825
69736,4.825
69737,4.825
69738,4.8
69739,4.81
69740,4.82
69741,4.82
69742,4.8
69743,4.8
69744,4.815
69745,4.815
69746,4.81
69747,4.81
69748,4.825
69749,4.825
69750,4.82
69751,4.81
69752,4.825
69753,4.84
69754,4.815
69755,4.82
69756,4.82
69757,4.83
69758,4.825
69759,4.81
69760,4.82
69761,4.825
69762,4.835
69763,4.825
69764,4.835
69765,4.85
69766,4.835
69767,4.84
69768,4.84
69769,4.86
69770,4.855
69771,4.855
69772,4.85
69773,4.865
69774,4.875
69775,4.88
69776,4.87
69777,4.885
69778,4.91
69779,4.925
69780,4.96
69781,5.055
69782,5.19
69783,5.41
69784,5.67
69785,5.71
69786,5.52
69787,5.375
69788,5.325
69789,5.34
69790,5.345
69791,5.345
69792,5.35
69793,5.35
69794,5.365
69795,5.34
69796,5.34
69797,5.35
69798,5.365
69799,5.34
69800,5.33
69801,5.275
69802,5.225
69803,5.16
69804,5.08
69805,5.0
69806,4.925
69807,4.855
69808,4.825
69809,4.815
69810,4.84
69811,4.835
69812,4.805
69813,4.775
69814,4.755
69815,4.75
69816,4.735
69817,4.74
69818,4.745
69819,4.76
69820,4.755
69821,4.74
69822,4.735
69823,4.75
69824,4.73
69825,4.725
69826,4.7
69827,4.735
69828,4.73
69829,4.725
69830,4.725
69831,4.74
69832,4.74
69833,4.73
69834,4.72
69835,4.735
69836,4.745
69837,4.735
69838,4.72
69839,4.73
69840,4.74
69841,4.735
69842,4.72
69843,4.715
69844,4.725
69845,4.73
69846,4.715
69847,4.715
69848,4.725
69849,4.725
69850,4.72
69851,4.72
69852,4.735
69853,4.735
69854,4.74
69855,4.73
69856,4.75
69857,4.77
69858,4.775
69859,4.77
69860,4.78
69861,4.805
69862,4.805
69863,4.815
69864,4.83
69865,4.85
69866,4.855
69867,4.855
69868,4.87
69869,4.895
69870,4.91
69871,4.915
69872,4.935
69873,4.955
69874,4.96
69875,4.955
69876,4.96
69877,4.975
69878,4.98
69879,4.98
69880,4.975
69881,4.98
69882,4.985
69883,4.98
69884,4.97
69885,4.97
69886,4.975
69887,4.96
69888,4.945
69889,4.945
69890,4.94
69891,4.935
69892,4.925
69893,4.92
69894,4.93
69895,4.925
69896,4.92
69897,4.915
69898,4.91
69899,4.91
69900,4.9
69901,4.89
69902,4.89
69903,4.905
69904,4.885
69905,4.88
69906,4.885
69907,4.88
69908,4.87
69909,4.86
69910,4.87
69911,4.885
69912,4.865
69913,4.87
69914,4.88
69915,4.87
69916,4.885
69917,4.87
69918,4.86
69919,4.87
69920,4.885
69921,4.865
69922,4.865
69923,4.875
69924,4.875
69925,4.87
69926,4.85
69927,4.855
69928,4.87
69929,4.86
69930,4.86
69931,4.88
69932,4.885
69933,4.87
69934,4.87
69935,4.88
69936,4.89
69937,4.885
69938,4.88
69939,4.885
69940,4.905
69941,4.89
69942,4.88
69943,4.885
69944,4.89
69945,4.885
69946,4.88
69947,4.87
69948,4.86
69949,4.85
69950,4.84
69951,4.825
69952,4.825
69953,4.82
69954,4.81
69955,4.8
69956,4.81
69957,4.82
69958,4.815
69959,4.815
69960,4.815
69961,4.82
69962,4.805
69963,4.8
69964,4.805
69965,4.81
69966,4.825
69967,4.8
69968,4.805
69969,4.815
69970,4.81
69971,4.805
69972,4.795
69973,4.82
69974,4.825
69975,4.82
69976,4.8
69977,4.805
69978,4.82
69979,4.81
69980,4.805
69981,4.815
69982,4.82
69983,4.805
69984,4.805
69985,4.81
69986,4.82
69987,4.825
69988,4.83
69989,4.835
69990,4.855
69991,4.855
69992,4.86
69993,4.87
69994,4.9
69995,4.925
69996,4.96
69997,5.055
69998,5.2
69999,5.46
70000,5.545
70001,5.65
70002,5.455
70003,5.34
70004,5.31
70005,5.315
70006,5.325
70007,5.35
70008,5.35
70009,5.34
70010,5.345
70011,5.335
70012,5.315
70013,5.315
70014,5.325
70015,5.305
70016,5.27
70017,5.215
70018,5.13
70019,5.055
70020,4.97
70021,4.865
70022,4.795
70023,4.765
70024,4.775
70025,4.78
70026,4.755
70027,4.74
70028,4.71
70029,4.67
70030,4.68
70031,4.705
70032,4.725
70033,4.71
70034,4.695
70035,4.705
70036,4.72
70037,4.73
70038,4.71
70039,4.71
70040,4.715
70041,4.725
70042,4.72
70043,4.715
70044,4.725
70045,4.73
70046,4.725
70047,4.725
70048,4.735
70049,4.74
70050,4.73
70051,4.725
70052,4.755
70053,4.765
70054,4.755
70055,4.745
70056,4.74
70057,4.755
70058,4.75
70059,4.725
70060,4.735
70061,4.745
70062,4.755
70063,4.765
70064,4.765
70065,4.795
70066,4.805
70067,4.8
70068,4.8
70069,4.82
70070,4.825
70071,4.83
70072,4.845
70073,4.87
70074,4.885
70075,4.89
70076,4.895
70077,4.92
70078,4.94
70079,4.955
70080,4.965
70081,4.98
70082,5.0
70083,4.99
70084,4.97
70085,4.985
70086,4.985
70087,4.98
70088,4.985
70089,4.99
70090,4.985
70091,4.975
70092,4.975
70093,4.995
70094,5.015
70095,5.01
70096,4.99
70097,4.955
70098,4.965
70099,4.965
70100,4.965
70101,4.95
70102,4.96
70103,4.94
70104,4.93
70105,4.92
70106,4.95
70107,4.96
70108,4.95
70109,4.93
70110,4.935
70111,4.95
70112,4.955
70113,4.95
70114,4.94
70115,4.935
70116,4.915
70117,4.91
70118,4.93
70119,4.94
70120,4.935
70121,4.92
70122,4.925
70123,4.925
70124,4.92
70125,4.915
70126,4.92
70127,4.94
70128,4.935
70129,4.92
70130,4.91
70131,4.93
70132,4.94
70133,4.92
70134,4.905
70135,4.915
70136,4.915
70137,4.92
70138,4.93
70139,4.935
70140,4.93
70141,4.92
70142,4.905
70143,4.895
70144,4.89
70145,4.895
70146,4.89
70147,4.885
70148,4.91
70149,4.92
70150,4.915
70151,4.9
70152,4.925
70153,4.935
70154,4.915
70155,4.9
70156,4.905
70157,4.91
70158,4.91
70159,4.915
70160,4.93
70161,4.93
70162,4.915
70163,4.91
70164,4.925
70165,4.95
70166,4.96
70167,4.935
70168,4.925
70169,4.92
70170,4.905
70171,4.91
70172,4.91
70173,4.915
70174,4.9
70175,4.885
70176,4.865
70177,4.89
70178,4.905
70179,4.89
70180,4.885
70181,4.91
70182,4.915
70183,4.9
70184,4.885
70185,4.88
70186,4.89
70187,4.88
70188,4.88
70189,4.895
70190,4.9
70191,4.885
70192,4.87
70193,4.855
70194,4.895
70195,4.9
70196,4.895
70197,4.9
70198,4.91
70199,4.92
70200,4.925
70201,4.95
70202,5.03
70203,5.14
70204,5.415
70205,5.88
70206,6.03
70207,5.685
70208,5.385
70209,5.335
70210,5.385
70211,5.415
70212,5.435
70213,5.45
70214,5.495
70215,5.51
70216,5.495
70217,5.49
70218,5.51
70219,5.54
70220,5.505
70221,5.475
70222,5.44
70223,5.37
70224,5.26
70225,5.23
70226,5.07
70227,4.95
70228,4.805
70229,4.72
70230,4.725
70231,4.76
70232,4.77
70233,4.735
70234,4.715
70235,4.69
70236,4.68
70237,4.68
70238,4.695
70239,4.72
70240,4.73
70241,4.725
70242,4.73
70243,4.76
70244,4.76
70245,4.75
70246,4.73
70247,4.715
70248,4.74
70249,4.755
70250,4.75
70251,4.75
70252,4.775
70253,4.79
70254,4.78
70255,4.785
70256,4.785
70257,4.795
70258,4.78
70259,4.755
70260,4.765
70261,4.77
70262,4.765
70263,4.75
70264,4.75
70265,4.75
70266,4.74
70267,4.73
70268,4.73
70269,4.74
70270,4.73
70271,4.725
70272,4.73
70273,4.74
70274,4.74
70275,4.745
70276,4.735
70277,4.755
70278,4.76
70279,4.765
70280,4.765
70281,4.805
70282,4.82
70283,4.82
70284,4.825
70285,4.845
70286,4.875
70287,4.88
70288,4.89
70289,4.91
70290,4.93
70291,4.935
70292,4.935
70293,4.94
70294,4.97
70295,4.98
70296,4.98
70297,4.98
70298,5.0
70299,4.995
70300,4.99
70301,4.975
70302,4.98
70303,4.995
70304,4.975
70305,4.96
70306,4.965
70307,4.97
70308,4.96
70309,4.95
70310,4.96
70311,4.955
70312,4.955
70313,4.94
70314,4.935
70315,4.935
70316,4.935
70317,4.92
70318,4.915
70319,4.93
70320,4.92
70321,4.915
70322,4.915
70323,4.925
70324,4.925
70325,4.93
70326,4.92
70327,4.93
70328,4.92
70329,4.915
70330,4.915
70331,4.925
70332,4.935
70333,4.915
70334,4.91
70335,4.91
70336,4.925
70337,4.925
70338,4.91
70339,4.92
70340,4.915
70341,4.92
70342,4.895
70343,4.91
70344,4.925
70345,4.915
70346,4.9
70347,4.905
70348,4.91
70349,4.895
70350,4.885
70351,4.88
70352,4.89
70353,4.89
70354,4.89
70355,4.87
70356,4.88
70357,4.88
70358,4.87
70359,4.87
70360,4.865
