,value
66281,4.89
66282,4.895
66283,4.905
66284,4.915
66285,4.91
66286,4.905
66287,4.89
66288,4.89
66289,4.9
66290,4.91
66291,4.905
66292,4.9
66293,4.89
66294,4.91
66295,4.905
66296,4.91
66297,4.895
66298,4.89
66299,4.885
66300,4.88
66301,4.89
66302,4.895
66303,4.885
66304,4.88
66305,4.875
66306,4.875
66307,4.875
66308,4.865
66309,4.865
66310,4.86
66311,4.85
66312,4.845
66313,4.87
66314,4.875
66315,4.865
66316,4.86
66317,4.845
66318,4.835
66319,4.835
66320,4.84
66321,4.845
66322,4.825
66323,4.83
66324,4.835
66325,4.835
66326,4.83
66327,4.825
66328,4.81
66329,4.805
66330,4.81
66331,4.805
66332,4.82
66333,4.805
66334,4.795
66335,4.79
66336,4.79
66337,4.8
66338,4.795
66339,4.79
66340,4.78
66341,4.775
66342,4.78
66343,4.78
66344,4.785
66345,4.785
66346,4.775
66347,4.77
66348,4.785
66349,4.8
66350,4.795
66351,4.8
66352,4.785
66353,4.785
66354,4.785
66355,4.805
66356,4.81
66357,4.81
66358,4.8
66359,4.775
66360,4.8
66361,4.83
66362,4.825
66363,4.83
66364,4.81
66365,4.8
66366,4.815
66367,4.825
66368,4.835
66369,4.835
66370,4.82
66371,4.815
66372,4.82
66373,4.835
66374,4.84
66375,4.83
66376,4.82
66377,4.825
66378,4.835
66379,4.84
66380,4.845
66381,4.84
66382,4.84
66383,4.83
66384,4.835
66385,4.85
66386,4.865
66387,4.85
66388,4.835
66389,4.83
66390,4.825
66391,4.855
66392,4.86
66393,4.86
66394,4.855
66395,4.845
66396,4.85
66397,4.86
66398,4.85
66399,4.84
66400,4.84
66401,4.835
66402,4.84
66403,4.84
66404,4.865
66405,4.87
66406,4.85
66407,4.835
66408,4.86
66409,4.855
66410,4.85
66411,4.86
66412,4.865
66413,4.84
66414,4.855
66415,4.85
66416,4.855
66417,4.85
66418,4.84
66419,4.84
66420,4.855
66421,4.865
66422,4.86
66423,4.855
66424,4.835
66425,4.83
66426,4.85
66427,4.86
66428,4.86
66429,4.84
66430,4.835
66431,4.845
66432,4.86
66433,4.86
66434,4.86
66435,4.85
66436,4.835
66437,4.83
66438,4.86
66439,4.865
66440,4.865
66441,4.845
66442,4.845
66443,4.83
66444,4.85
66445,4.86
66446,4.865
66447,4.855
66448,4.84
66449,4.84
66450,4.86
66451,4.88
66452,4.89
66453,4.89
66454,4.89
66455,4.9
66456,4.895
66457,4.9
66458,4.91
66459,4.925
66460,4.93
66461,4.94
66462,4.96
66463,4.985
66464,5.0
66465,5.01
66466,5.02
66467,5.015
66468,5.025
66469,5.035
66470,5.045
66471,5.055
66472,5.065
66473,5.075
66474,5.085
66475,5.1
66476,5.08
66477,5.055
66478,4.98
66479,4.93
66480,4.89
66481,4.895
66482,4.865
66483,4.825
66484,4.795
66485,4.785
66486,4.79
66487,4.81
66488,4.8
66489,4.79
66490,4.78
66491,4.77
66492,4.785
66493,4.8
66494,4.81
66495,4.8
66496,4.79
66497,4.785
66498,4.8
66499,4.8
66500,4.805
66501,4.81
66502,4.79
66503,4.78
66504,4.8
66505,4.81
66506,4.805
66507,4.8
66508,4.79
66509,4.785
66510,4.805
66511,4.815
66512,4.815
66513,4.805
66514,4.805
66515,4.795
66516,4.83
66517,4.83
66518,4.825
66519,4.805
66520,4.795
66521,4.795
66522,4.805
66523,4.82
66524,4.85
66525,4.885
66526,4.95
66527,5.035
66528,5.13
66529,5.26
66530,5.375
66531,5.44
66532,5.43
66533,5.385
66534,5.395
66535,5.45
66536,5.49
66537,5.51
66538,5.525
66539,5.535
66540,5.55
66541,5.575
66542,5.605
66543,5.615
66544,5.595
66545,5.525
66546,5.41
66547,5.26
66548,5.11
66549,4.97
66550,4.825
66551,4.7
66552,4.59
66553,4.49
66554,4.42
66555,4.37
66556,4.38
66557,4.405
66558,4.475
66559,4.515
66560,4.53
66561,4.545
66562,4.56
66563,4.59
66564,4.635
66565,4.67
66566,4.67
66567,4.675
66568,4.675
66569,4.675
66570,4.685
66571,4.69
66572,4.705
66573,4.685
66574,4.69
66575,4.675
66576,4.685
66577,4.69
66578,4.68
66579,4.69
66580,4.685
66581,4.68
66582,4.685
66583,4.685
66584,4.67
66585,4.665
66586,4.67
66587,4.665
66588,4.67
66589,4.67
66590,4.675
66591,4.67
66592,4.655
66593,4.64
66594,4.66
66595,4.665
66596,4.685
66597,4.68
66598,4.665
66599,4.665
66600,4.67
66601,4.655
66602,4.67
66603,4.66
66604,4.655
66605,4.64
66606,4.655
66607,4.67
66608,4.68
66609,4.67
66610,4.67
66611,4.655
66612,4.665
66613,4.66
66614,4.665
66615,4.675
66616,4.68
66617,4.675
66618,4.67
66619,4.68
66620,4.66
66621,4.675
66622,4.66
66623,4.67
66624,4.69
66625,4.705
66626,4.71
66627,4.7
66628,4.695
66629,4.69
66630,4.705
66631,4.71
66632,4.72
66633,4.715
66634,4.71
66635,4.71
66636,4.725
66637,4.735
66638,4.745
66639,4.755
66640,4.745
66641,4.75
66642,4.76
66643,4.775
66644,4.785
66645,4.775
66646,4.775
66647,4.785
66648,4.8
66649,4.82
66650,4.825
66651,4.815
66652,4.81
66653,4.81
66654,4.835
66655,4.84
66656,4.84
66657,4.825
66658,4.83
66659,4.835
66660,4.855
66661,4.86
66662,4.86
66663,4.855
66664,4.86
66665,4.86
66666,4.855
66667,4.865
66668,4.85
66669,4.855
66670,4.85
66671,4.85
66672,4.86
66673,4.865
66674,4.875
66675,4.865
66676,4.865
66677,4.855
66678,4.865
66679,4.865
66680,4.87
66681,4.86
66682,4.85
66683,4.84
66684,4.85
66685,4.85
66686,4.855
66687,4.87
66688,4.855
66689,4.835
66690,4.845
66691,4.855
66692,4.85
66693,4.85
66694,4.835
66695,4.825
66696,4.84
66697,4.845
66698,4.835
66699,4.825
66700,4.815
66701,4.81
66702,4.81
66703,4.825
66704,4.82
66705,4.805
66706,4.805
66707,4.78
66708,4.785
66709,4.79
66710,4.785
66711,4.8
66712,4.785
66713,4.785
66714,4.775
66715,4.79
66716,4.78
66717,4.78
66718,4.78
66719,4.775
66720,4.785
66721,4.775
66722,4.78
66723,4.77
66724,4.76
66725,4.76
66726,4.76
66727,4.765
66728,4.775
66729,4.77
66730,4.77
66731,4.765
66732,4.765
66733,4.785
66734,4.79
66735,4.77
66736,4.755
66737,4.77
66738,4.765
66739,4.775
66740,4.785
66741,4.795
66742,4.79
66743,4.785
66744,4.805
66745,4.81
66746,4.805
66747,4.79
66748,4.8
66749,4.8
66750,4.81
66751,4.815
66752,4.83
66753,4.82
66754,4.81
66755,4.81
66756,4.82
66757,4.825
66758,4.83
66759,4.82
66760,4.81
66761,4.82
66762,4.825
66763,4.84
66764,4.85
66765,4.84
66766,4.825
66767,4.825
66768,4.845
66769,4.845
66770,4.86
66771,4.85
66772,4.84
66773,4.835
66774,4.845
66775,4.855
66776,4.865
66777,4.86
66778,4.85
66779,4.845
66780,4.85
66781,4.86
66782,4.855
66783,4.865
66784,4.86
66785,4.86
66786,4.865
66787,4.865
66788,4.88
66789,4.875
66790,4.87
66791,4.86
66792,4.87
66793,4.88
66794,4.875
66795,4.86
66796,4.88
66797,4.865
66798,4.87
66799,4.89
66800,4.895
66801,4.875
66802,4.87
66803,4.865
66804,4.875
66805,4.88
66806,4.885
66807,4.89
66808,4.895
66809,4.89
66810,4.895
66811,4.905
66812,4.91
66813,4.905
66814,4.895
66815,4.89
66816,4.9
66817,4.905
66818,4.91
66819,4.91
66820,4.905
66821,4.9
66822,4.915
66823,4.945
66824,4.95
66825,4.945
66826,4.945
66827,4.955
66828,4.975
66829,5.01
66830,5.015
66831,5.005
66832,5.02
66833,5.03
66834,5.065
66835,5.08
66836,5.075
66837,5.08
66838,5.065
66839,5.075
66840,5.09
66841,5.12
66842,5.125
66843,5.155
66844,5.14
66845,5.145
66846,5.16
66847,5.165
66848,5.14
66849,5.095
66850,5.05
66851,5.0
66852,4.975
66853,4.95
66854,4.92
66855,4.9
66856,4.86
66857,4.865
66858,4.87
66859,4.89
66860,4.885
66861,4.875
66862,4.875
66863,4.86
66864,4.875
66865,4.89
66866,4.885
66867,4.88
66868,4.885
66869,4.875
66870,4.88
66871,4.9
66872,4.885
66873,4.875
66874,4.875
66875,4.865
66876,4.88
66877,4.89
66878,4.9
66879,4.89
66880,4.895
66881,4.89
66882,4.9
66883,4.895
66884,4.905
66885,4.895
66886,4.895
66887,4.88
66888,4.9
66889,4.91
66890,4.92
66891,4.925
66892,4.9
66893,4.885
66894,4.895
66895,4.9
66896,4.93
66897,4.99
66898,5.08
66899,5.16
66900,5.29
66901,5.42
66902,5.505
66903,5.49
66904,5.44
66905,5.435
66906,5.465
66907,5.505
66908,5.56
66909,5.59
66910,5.57
66911,5.575
66912,5.61
66913,5.655
66914,5.66
66915,5.63
66916,5.58
66917,5.485
66918,5.35
66919,5.21
66920,5.075
66921,4.955
66922,4.85
66923,4.73
66924,4.635
66925,4.545
66926,4.49
66927,4.48
66928,4.53
66929,4.595
66930,4.625
66931,4.65
66932,4.66
66933,4.7
66934,4.73
66935,4.755
66936,4.785
66937,4.79
66938,4.805
66939,4.8
66940,4.785
66941,4.785
66942,4.795
66943,4.805
66944,4.83
66945,4.81
66946,4.79
66947,4.78
66948,4.795
66949,4.805
66950,4.805
66951,4.805
66952,4.785
66953,4.78
66954,4.78
66955,4.795
66956,4.795
66957,4.785
66958,4.775
66959,4.755
66960,4.78
66961,4.78
66962,4.805
66963,4.79
66964,4.78
66965,4.785
66966,4.79
66967,4.78
66968,4.785
66969,4.78
66970,4.775
66971,4.765
66972,4.765
66973,4.785
66974,4.785
66975,4.78
66976,4.785
66977,4.785
66978,4.79
66979,4.79
66980,4.79
66981,4.78
66982,4.78
66983,4.77
66984,4.795
66985,4.81
66986,4.81
66987,4.8
66988,4.8
66989,4.785
66990,4.79
66991,4.81
66992,4.815
66993,4.825
66994,4.82
66995,4.82
66996,4.82
66997,4.835
66998,4.835
66999,4.845
67000,4.825
67001,4.825
67002,4.84
67003,4.855
67004,4.85
67005,4.865
67006,4.865
67007,4.865
67008,4.875
67009,4.895
67010,4.9
67011,4.9
67012,4.895
67013,4.89
67014,4.895
67015,4.915
67016,4.925
67017,4.925
67018,4.925
67019,4.93
67020,4.93
67021,4.935
67022,4.955
67023,4.95
67024,4.96
67025,4.945
67026,4.945
67027,4.955
67028,4.965
67029,4.96
67030,4.965
67031,4.955
67032,4.955
67033,4.975
67034,4.995
67035,4.975
67036,4.975
67037,4.96
67038,4.965
67039,4.965
67040,4.975
67041,4.955
67042,4.955
67043,4.945
67044,4.945
67045,4.965
67046,4.965
67047,4.965
67048,4.96
67049,4.96
67050,4.96
67051,4.965
67052,4.975
67053,4.955
67054,4.95
67055,4.94
67056,4.95
67057,4.95
67058,4.945
67059,4.94
67060,4.94
67061,4.94
67062,4.935
67063,4.94
67064,4.93
67065,4.93
67066,4.92
67067,4.9
67068,4.91
67069,4.905
67070,4.91
67071,4.91
67072,4.925
67073,4.895
67074,4.895
67075,4.89
67076,4.895
67077,4.885
67078,4.855
67079,4.855
67080,4.865
67081,4.875
67082,4.87
67083,4.865
67084,4.855
67085,4.845
67086,4.85
67087,4.855
67088,4.85
67089,4.85
67090,4.84
67091,4.825
67092,4.825
67093,4.82
67094,4.825
67095,4.85
67096,4.845
67097,4.835
67098,4.83
67099,4.835
67100,4.855
67101,4.845
67102,4.83
67103,4.845
67104,4.845
67105,4.86
67106,4.85
67107,4.85
67108,4.835
67109,4.835
67110,4.86
67111,4.875
67112,4.88
67113,4.865
67114,4.87
67115,4.855
67116,4.875
67117,4.885
67118,4.87
67119,4.885
67120,4.87
67121,4.875
67122,4.875
67123,4.885
67124,4.905
67125,4.895
67126,4.875
67127,4.865
67128,4.88
67129,4.89
67130,4.905
67131,4.91
67132,4.895
67133,4.875
67134,4.89
67135,4.9
67136,4.905
67137,4.89
67138,4.885
67139,4.89
67140,4.905
67141,4.91
67142,4.905
67143,4.88
67144,4.89
67145,4.89
67146,4.89
67147,4.9
67148,4.9
67149,4.89
67150,4.89
67151,4.89
67152,4.9
67153,4.905
67154,4.9
67155,4.89
67156,4.905
67157,4.905
67158,4.915
67159,4.915
67160,4.905
67161,4.91
67162,4.89
67163,4.905
67164,4.905
67165,4.91
67166,4.9
67167,4.905
67168,4.9
67169,4.9
67170,4.915
67171,4.925
67172,4.92
67173,4.925
67174,4.915
67175,4.905
67176,4.915
67177,4.92
67178,4.92
67179,4.925
67180,4.905
67181,4.905
67182,4.925
67183,4.935
67184,4.935
67185,4.93
67186,4.915
67187,4.9
67188,4.915
67189,4.925
67190,4.925
67191,4.915
67192,4.91
67193,4.915
67194,4.935
67195,4.95
67196,4.95
67197,4.935
67198,4.925
67199,4.925
67200,4.925
67201,4.93
67202,4.92
67203,4.925
67204,4.93
67205,4.925
67206,4.94
67207,4.955
67208,4.975
67209,4.995
67210,4.985
67211,4.975
67212,4.98
67213,5.0
67214,5.0
67215,5.01
67216,5.005
67217,5.025
67218,5.055
67219,5.08
67220,5.1
67221,5.105
67222,5.115
67223,5.11
67224,5.12
67225,5.125
67226,5.13
67227,5.15
67228,5.16
67229,5.165
67230,5.175
67231,5.175
67232,5.15
67233,5.11
67234,5.075
67235,5.035
67236,4.995
67237,4.965
67238,4.935
67239,4.895
67240,4.88
67241,4.875
67242,4.89
67243,4.9
67244,4.89
67245,4.89
67246,4.865
67247,4.86
67248,4.885
67249,4.89
67250,4.88
67251,4.89
67252,4.88
67253,4.865
67254,4.87
67255,4.88
67256,4.895
67257,4.885
67258,4.885
67259,4.86
67260,4.855
67261,4.865
67262,4.89
67263,4.9
67264,4.885
67265,4.87
67266,4.88
67267,4.87
67268,4.88
67269,4.88
67270,4.88
67271,4.875
67272,4.89
67273,4.88
67274,4.875
67275,4.875
67276,4.895
67277,4.89
67278,4.885
67279,4.9
67280,4.93
67281,4.965
67282,5.03
67283,5.14
67284,5.255
67285,5.39
67286,5.475
67287,5.5
67288,5.46
67289,5.435
67290,5.48
67291,5.53
67292,5.57
67293,5.58
67294,5.595
67295,5.59
67296,5.6
67297,5.64
67298,5.66
67299,5.64
67300,5.61
67301,5.51
67302,5.365
67303,5.22
67304,5.08
67305,4.95
67306,4.835
67307,4.71
67308,4.61
67309,4.53
67310,4.47
67311,4.465
67312,4.52
67313,4.56
67314,4.595
67315,4.615
67316,4.65
67317,4.66
67318,4.705
67319,4.735
67320,4.755
67321,4.78
67322,4.785
67323,4.775
67324,4.755
67325,4.755
67326,4.775
67327,4.77
67328,4.77
67329,4.765
67330,4.75
67331,4.75
67332,4.755
67333,4.77
67334,4.775
67335,4.77
67336,4.755
67337,4.75
67338,4.765
67339,4.76
67340,4.76
67341,4.74
67342,4.725
67343,4.72
67344,4.74
67345,4.74
67346,4.745
67347,4.735
67348,4.725
67349,4.725
67350,4.73
67351,4.755
67352,4.75
67353,4.74
67354,4.73
67355,4.725
67356,4.71
67357,4.74
67358,4.745
67359,4.75
67360,4.75
67361,4.74
67362,4.745
67363,4.765
67364,4.745
67365,4.73
67366,4.745
67367,4.74
67368,4.755
67369,4.765
67370,4.755
67371,4.76
67372,4.75
67373,4.755
67374,4.75
67375,4.755
67376,4.78
67377,4.765
67378,4.75
67379,4.735
67380,4.755
67381,4.765
67382,4.79
67383,4.8
67384,4.79
67385,4.775
67386,4.79
67387,4.795
67388,4.795
67389,4.795
67390,4.795
67391,4.805
67392,4.81
67393,4.83
67394,4.835
67395,4.835
67396,4.84
67397,4.84
67398,4.84
67399,4.86
67400,4.86
67401,4.855
67402,4.84
67403,4.845
67404,4.86
67405,4.88
67406,4.885
67407,4.895
67408,4.88
67409,4.875
67410,4.88
67411,4.895
67412,4.9
67413,4.895
67414,4.895
67415,4.905
67416,4.92
67417,4.94
67418,4.945
67419,4.925
67420,4.92
67421,4.9
67422,4.905
67423,4.93
67424,4.93
67425,4.92
67426,4.905
67427,4.905
67428,4.925
67429,4.93
67430,4.925
67431,4.935
67432,4.92
67433,4.91
67434,4.925
67435,4.93
67436,4.94
67437,4.925
67438,4.91
67439,4.9
67440,4.89
67441,4.915
67442,4.92
67443,4.925
67444,4.89
67445,4.895
67446,4.92
67447,4.92
67448,4.925
67449,4.9
67450,4.895
67451,4.88
67452,4.9
67453,4.905
67454,4.9
67455,4.89
67456,4.875
67457,4.875
67458,4.89
67459,4.885
67460,4.88
67461,4.88
67462,4.86
67463,4.845
67464,4.855
67465,4.87
67466,4.865
67467,4.855
67468,4.835
67469,4.83
67470,4.85
67471,4.835
67472,4.84
67473,4.84
67474,4.805
67475,4.795
67476,4.82
67477,4.83
67478,4.83
67479,4.82
67480,4.8
67481,4.78
67482,4.78
67483,4.8
67484,4.795
67485,4.795
67486,4.795
67487,4.795
67488,4.795
67489,4.805
67490,4.8
67491,4.795
67492,4.79
67493,4.78
67494,4.785
67495,4.8
67496,4.795
67497,4.795
67498,4.78
67499,4.78
67500,4.785
67501,4.8
67502,4.815
67503,4.795
67504,4.79
67505,4.8
67506,4.815
67507,4.82
67508,4.825
67509,4.81
67510,4.795
67511,4.79
67512,4.81
67513,4.835
67514,4.835
67515,4.81
67516,4.815
67517,4.81
67518,4.825
67519,4.84
67520,4.845
67521,4.825
67522,4.82
67523,4.82
67524,4.835
67525,4.86
67526,4.865
67527,4.85
67528,4.845
67529,4.84
67530,4.85
67531,4.855
67532,4.85
67533,4.85
67534,4.845
67535,4.83
67536,4.85
67537,4.865
67538,4.865
67539,4.855
67540,4.85
67541,4.845
67542,4.86
67543,4.865
67544,4.875
67545,4.86
67546,4.865
67547,4.86
67548,4.87
67549,4.88
67550,4.88
67551,4.875
67552,4.88
67553,4.875
67554,4.88
67555,4.89
67556,4.875
67557,4.885
67558,4.87
67559,4.87
67560,4.875
67561,4.89
67562,4.895
67563,4.905
67564,4.905
67565,4.9
67566,4.915
67567,4.915
67568,4.915
67569,4.91
67570,4.9
67571,4.9
67572,4.9
67573,4.905
67574,4.905
67575,4.905
67576,4.895
67577,4.895
67578,4.905
67579,4.92
67580,4.925
67581,4.91
67582,4.89
67583,4.89
67584,4.9
67585,4.91
67586,4.91
67587,4.905
67588,4.905
67589,4.905
67590,4.915
67591,4.915
67592,4.915
67593,4.92
67594,4.93
67595,4.93
67596,4.95
67597,4.98
67598,4.98
67599,4.975
67600,4.975
67601,4.98
67602,4.99
67603,5.02
67604,5.03
67605,5.045
67606,5.065
67607,5.065
67608,5.09
67609,5.115
67610,5.12
67611,5.12
67612,5.11
67613,5.13
67614,5.15
67615,5.165
67616,5.175
67617,5.18
67618,5.18
67619,5.135
67620,5.1
67621,5.07
67622,5.02
67623,4.99
67624,4.95
67625,4.91
67626,4.89
67627,4.885
67628,4.895
67629,4.89
67630,4.895
67631,4.885
67632,4.9
67633,4.915
67634,4.92
67635,4.905
67636,4.895
67637,4.895
67638,4.91
67639,4.925
67640,4.915
67641,4.91
67642,4.905
67643,4.89
67644,4.91
67645,4.935
67646,4.94
67647,4.93
67648,4.92
67649,4.92
67650,4.92
67651,4.925
67652,4.935
67653,4.93
67654,4.92
67655,4.925
67656,4.935
67657,4.945
67658,4.93
67659,4.925
67660,4.92
67661,4.915
67662,4.92
67663,4.945
67664,4.95
67665,4.95
67666,4.95
67667,4.965
67668,5.035
67669,5.12
67670,5.205
67671,5.3
67672,5.405
67673,5.505
67674,5.55
67675,5.535
67676,5.5
67677,5.515
67678,5.555
67679,5.58
67680,5.605
67681,5.645
67682,5.645
67683,5.66
67684,5.675
67685,5.705
67686,5.73
67687,5.72
67688,5.675
67689,5.555
67690,5.395
67691,5.235
67692,5.095
67693,4.99
67694,4.895
67695,4.77
67696,4.66
67697,4.57
67698,4.505
67699,4.51
67700,4.56
67701,4.6
67702,4.63
67703,4.645
67704,4.68
67705,4.71
67706,4.75
67707,4.77
67708,4.79
67709,4.8
67710,4.825
67711,4.83
67712,4.835
67713,4.83
67714,4.82
67715,4.815
67716,4.825
67717,4.835
67718,4.825
67719,4.825
67720,4.825
67721,4.81
67722,4.825
67723,4.835
67724,4.83
67725,4.815
67726,4.81
67727,4.805
67728,4.81
67729,4.805
67730,4.815
67731,4.805
67732,4.805
67733,4.795
67734,4.815
67735,4.815
67736,4.825
67737,4.825
67738,4.81
67739,4.81
67740,4.805
67741,4.82
67742,4.815
67743,4.795
67744,4.79
67745,4.795
67746,4.81
67747,4.82
67748,4.83
67749,4.82
67750,4.805
67751,4.8
67752,4.815
67753,4.835
67754,4.83
67755,4.825
67756,4.81
67757,4.805
67758,4.825
67759,4.83
67760,4.835
67761,4.83
67762,4.825
67763,4.82
67764,4.83
67765,4.845
67766,4.84
67767,4.835
67768,4.83
67769,4.82
67770,4.835
67771,4.845
67772,4.845
67773,4.86
67774,4.84
67775,4.845
67776,4.865
67777,4.86
67778,4.855
67779,4.875
67780,4.87
67781,4.865
67782,4.88
67783,4.875
67784,4.895
67785,4.905
67786,4.885
67787,4.885
67788,4.89
67789,4.915
67790,4.92
67791,4.91
67792,4.9
67793,4.91
67794,4.925
67795,4.935
67796,4.935
67797,4.94
67798,4.935
67799,4.94
67800,4.95
67801,4.975
67802,4.97
67803,4.97
67804,4.965
67805,4.96
67806,4.98
67807,5.0
67808,5.015
67809,5.01
67810,4.995
67811,5.0
67812,5.0
67813,5.015
67814,5.01
67815,5.01
67816,5.005
67817,5.0
67818,5.005
67819,5.0
67820,5.005
67821,5.01
67822,5.0
67823,4.99
67824,5.005
67825,5.005
67826,5.01
67827,4.99
67828,4.975
67829,4.975
67830,4.99
67831,5.005
67832,5.01
67833,5.0
67834,4.985
67835,4.99
67836,4.985
67837,4.995
67838,5.005
67839,4.99
67840,4.975
67841,4.97
67842,4.97
67843,4.99
67844,4.99
67845,4.98
67846,4.96
67847,4.95
67848,4.955
67849,4.965
67850,4.975
67851,4.965
67852,4.95
67853,4.945
67854,4.945
67855,4.96
67856,4.955
67857,4.955
67858,4.935
67859,4.92
67860,4.935
67861,4.93
67862,4.945
67863,4.94
67864,4.92
67865,4.91
67866,4.92
67867,4.925
67868,4.915
67869,4.92
67870,4.9
67871,4.89
67872,4.895
67873,4.91
67874,4.905
67875,4.895
67876,4.895
67877,4.875
67878,4.89
67879,4.895
67880,4.895
67881,4.9
67882,4.89
67883,4.885
67884,4.895
67885,4.895
67886,4.9
67887,4.9
67888,4.885
67889,4.9
67890,4.9
67891,4.9
67892,4.91
67893,4.9
67894,4.9
67895,4.9
67896,4.915
67897,4.93
67898,4.93
67899,4.915
67900,4.92
67901,4.91
67902,4.915
67903,4.95
67904,4.935
67905,4.94
67906,4.92
67907,4.93
67908,4.93
67909,4.945
67910,4.945
67911,4.955
67912,4.935
67913,4.93
67914,4.935
67915,4.945
67916,4.945
67917,4.955
67918,4.945
67919,4.94
67920,4.95
67921,4.965
67922,4.965
67923,4.98
67924,4.965
67925,4.955
67926,4.97
67927,4.985
67928,4.99
67929,4.97
67930,4.96
67931,4.945
67932,4.95
67933,4.975
67934,4.975
67935,4.96
67936,4.965
67937,4.965
67938,4.975
67939,4.99
67940,4.985
67941,4.985
67942,4.96
67943,4.965
67944,4.97
67945,4.995
67946,4.99
67947,4.99
67948,4.985
67949,4.975
67950,4.975
67951,4.97
67952,4.985
67953,4.975
67954,4.975
67955,4.965
67956,4.975
67957,4.985
67958,5.005
67959,4.985
67960,4.975
67961,4.955
67962,4.98
67963,4.99
67964,4.985
67965,4.975
67966,4.965
67967,4.96
67968,4.975
67969,4.99
67970,4.99
67971,4.985
67972,4.97
67973,4.96
67974,4.98
67975,5.0
67976,4.995
67977,4.99
67978,4.98
67979,4.995
67980,5.005
67981,5.01
67982,5.0
67983,5.0
67984,5.005
67985,5.01
67986,5.025
67987,5.035
67988,5.03
67989,5.04
67990,5.045
67991,5.06
67992,5.065
67993,5.09
67994,5.105
67995,5.115
67996,5.115
67997,5.135
67998,5.15
67999,5.165
68000,5.18
68001,5.17
68002,5.145
68003,5.165
68004,5.2
68005,5.22
68006,5.235
68007,5.225
68008,5.22
68009,5.21
68010,5.175
68011,5.145
68012,5.115
68013,5.08
68014,5.035
68015,5.005
68016,4.985
68017,4.965
68018,4.95
68019,4.94
68020,4.94
68021,4.94
68022,4.955
68023,4.96
68024,4.96
68025,4.96
68026,4.935
68027,4.94
68028,4.95
68029,4.96
68030,4.96
68031,4.945
68032,4.935
68033,4.94
68034,4.955
68035,4.965
68036,4.965
68037,4.955
68038,4.95
68039,4.95
68040,4.965
68041,4.975
68042,4.975
68043,4.965
68044,4.97
68045,4.955
68046,4.97
68047,4.975
68048,4.98
68049,4.98
68050,4.97
68051,4.96
68052,4.98
68053,4.985
68054,4.98
68055,4.975
68056,4.955
68057,4.955
68058,4.995
68059,5.065
68060,5.15
68061,5.24
68062,5.33
68063,5.44
68064,5.53
68065,5.57
68066,5.55
68067,5.525
68068,5.535
68069,5.575
68070,5.605
68071,5.64
68072,5.67
68073,5.66
68074,5.65
68075,5.66
68076,5.69
68077,5.685
68078,5.67
68079,5.6
68080,5.49
68081,5.335
68082,5.185
68083,5.08
68084,4.995
68085,4.885
68086,4.765
68087,4.675
68088,4.6
68089,4.555
68090,4.545
68091,4.585
68092,4.63
68093,4.645
68094,4.675
68095,4.71
68096,4.735
68097,4.77
68098,4.805
68099,4.81
68100,4.83
68101,4.85
68102,4.85
68103,4.855
68104,4.84
68105,4.84
68106,4.86
68107,4.86
68108,4.855
68109,4.84
68110,4.835
68111,4.83
68112,4.84
68113,4.845
68114,4.84
68115,4.835
68116,4.83
68117,4.83
68118,4.835
68119,4.845
68120,4.83
68121,4.815
68122,4.805
68123,4.81
68124,4.815
68125,4.81
68126,4.83
68127,4.825
68128,4.805
68129,4.8
68130,4.805
68131,4.805
68132,4.805
68133,4.805
68134,4.795
68135,4.81
68136,4.82
68137,4.825
68138,4.825
68139,4.82
68140,4.815
68141,4.81
68142,4.815
68143,4.835
68144,4.815
68145,4.81
68146,4.8
68147,4.805
68148,4.83
68149,4.825
68150,4.835
68151,4.835
68152,4.82
68153,4.82
68154,4.84
68155,4.84
68156,4.825
68157,4.835
68158,4.825
68159,4.83
68160,4.835
68161,4.845
68162,4.835
68163,4.845
68164,4.855
68165,4.84
68166,4.865
68167,4.865
68168,4.875
68169,4.88
68170,4.86
68171,4.875
68172,4.875
68173,4.89
68174,4.89
68175,4.9
68176,4.9
68177,4.89
68178,4.905
68179,4.925
68180,4.92
68181,4.925
68182,4.93
68183,4.925
68184,4.945
68185,4.945
68186,4.955
68187,4.95
68188,4.945
68189,4.94
68190,4.95
68191,4.97
68192,4.975
68193,4.97
68194,4.945
68195,4.95
68196,4.965
68197,4.975
68198,4.985
68199,4.975
68200,4.975
68201,4.955
68202,4.97
68203,4.975
68204,4.975
68205,4.97
68206,4.96
68207,4.945
68208,4.96
68209,4.965
68210,4.965
68211,4.975
68212,4.945
68213,4.94
68214,4.96
68215,4.945
68216,4.945
68217,4.94
68218,4.95
68219,4.94
68220,4.95
68221,4.93
68222,4.935
68223,4.945
68224,4.93
68225,4.93
68226,4.94
68227,4.945
68228,4.93
68229,4.93
68230,4.91
68231,4.895
68232,4.9
68233,4.9
68234,4.9
68235,4.875
68236,4.88
68237,4.875
68238,4.885
68239,4.88
68240,4.865
68241,4.85
68242,4.845
68243,4.84
68244,4.855
68245,4.84
68246,4.845
68247,4.835
68248,4.825
68249,4.82
68250,4.82
68251,4.825
68252,4.82
68253,4.825
68254,4.81
68255,4.805
68256,4.805
68257,4.81
68258,4.815
68259,4.815
68260,4.815
68261,4.81
68262,4.825
68263,4.825
68264,4.83
68265,4.82
68266,4.8
68267,4.8
68268,4.82
68269,4.835
68270,4.85
68271,4.835
68272,4.845
68273,4.83
68274,4.84
68275,4.85
68276,4.84
68277,4.835
68278,4.825
68279,4.83
