value0,value1
-0.414986649,0.229980925
-0.414986649,0.239998474
-0.414986649,0.244986114
-0.400022814,0.250016022
-0.405010759,0.259991302
-0.389994965,0.255003662
-0.38500702,0.264978942
-0.369991227,0.259991302
-0.380019075,0.259991302
-0.389994965,0.264978942
-0.380019075,0.27998413
-0.394982911,0.300019226
-0.405010759,0.324999694
-0.430002443,0.349980162
-0.474997865,0.35999771
-0.530021135,0.349980162
-0.584992448,0.324999694
-0.62001198,0.27998413
-0.560000764,0.224993285
-0.38500702,0.165014801
-0.089990845,0.104994049
0.300004121,0.089988861
0.719978715,0.100006409
1.075006106,0.130016785
1.319986957,0.189995269
1.314999012,0.220005646
1.039986575,0.239998474
0.544984971,0.27499649
-0.024991684,0.340004882
-0.474997865,0.460004119
-0.719978715,0.599996184
-0.810021518,0.735000609
-0.810021518,0.865017394
-0.790017779,0.950018614
-0.795005724,0.999979551
-0.840001147,1.055012663
-0.914976198,1.090010679
-1.010006946,1.114991147
-1.0900219,1.140013884
-1.135017322,1.129996336
-1.144993213,1.099985959
-1.120001529,1.055012663
-1.079994052,0.985016631
-1.019982836,0.915020598
-0.94999573,0.82000183
-0.85501694,0.704990233
-0.77001404,0.590020904
-0.669995348,0.490014495
-0.600008242,0.390008087
-0.524981232,0.344992522
-0.465021975,0.305006866
-0.425014497,0.300019226
-0.400022814,0.290001678
-0.38500702,0.290001678
-0.389994965,0.27499649
-0.369991227,0.259991302
-0.360015336,0.244986114
-0.349987488,0.235010834
-0.349987488,0.215018006
-0.349987488,0.215018006
-0.365003282,0.209988097
-0.360015336,0.205000457
-0.354975434,0.209988097
-0.349987488,0.209988097
-0.320007859,0.209988097
-0.324995805,0.205000457
-0.32998375,0.205000457
-0.315019914,0.194982909
-0.315019914,0.189995269
-0.309980011,0.174990081
-0.324995805,0.174990081
-0.32998375,0.165014801
-0.304992066,0.174990081
-0.304992066,0.170002441
-0.309980011,0.185007629
-0.304992066,0.174990081
-0.300004121,0.185007629
-0.289976273,0.185007629
-0.289976273,0.189995269
-0.280000382,0.174990081
-0.284988327,0.165014801
-0.280000382,0.159984893
-0.284988327,0.150009613
-0.280000382,0.159984893
-0.284988327,0.150009613
-0.264984589,0.144979705
-0.275012437,0.159984893
-0.255008698,0.165014801
-0.24498085,0.165014801
-0.24498085,0.154997253
-0.230017015,0.150009613
-0.215001221,0.144979705
-0.210013276,0.139992065
-0.215001221,0.139992065
-0.210013276,0.130016785
-0.210013276,0.124986877
-0.215001221,0.130016785
-0.194997483,0.135004425
-0.185021592,0.130016785
-0.174993744,0.135004425
-0.165017854,0.139992065
-0.15000206,0.135004425
-0.165017854,0.119999237
-0.145014115,0.124986877
-0.154990006,0.104994049
-0.145014115,0.100006409
-0.15000206,0.095018769
-0.145014115,0.089988861
-0.145014115,0.100006409
-0.145014115,0.095018769
-0.129998322,0.100006409
-0.109994583,0.100006409
-0.069987106,0.104994049
-0.055023271,0.085001221
-0.044995422,0.100006409
-0.049983368,0.074983672
-0.040007477,0.074983672
-0.035019532,0.054990844
-0.040007477,0.050003204
-0.035019532,0.045015564
-0.020003739,0.045015564
-0.020003739,0.045015564
-0.004987945,0.039985656
0,0.045015564
0.020003739,0.054990844
0.035019532,0.034998016
0.040007477,0.045015564
0.040007477,0.019992828
0.049983368,0.019992828
0.049983368,0.010017548
0.055023271,-0.00498764
0.049983368,-0.00498764
0.069987106,-0.00498764
0.080014954,-0.00498764
0.09497879,0
0.105006638,0.00498764
0.120022431,0.010017548
0.129998322,0.019992828
0.139974212,0
0.145014115,-0.015005188
0.15000206,-0.015005188
0.15000206,-0.010017548
0.145014115,-0.00498764
0.134986267,-0.00498764
0.154990006,-0.00498764
0.154990006,0.00498764
0.154990006,0.019992828
0.165017854,0.034998016
0.165017854,0.045015564
0.145014115,0.050003204
0.15000206,0.060020752
0.15000206,0.065008392
0.125010377,0.054990844
0.085002899,0.054990844
0.085002899,0.069996032
0.064999161,0.074983672
0.040007477,0.095018769
0.024991684,0.104994049
0.00997589,0.115011597
-0.004987945,0.130016785
-0.00997589,0.159984893
-0.024991684,0.159984893
-0.055023271,0.185007629
-0.064999161,0.174990081
-0.100018693,0.180019989
-0.114982528,0.189995269
-0.139974212,0.194982909
-0.154990006,0.205000457
-0.174993744,0.215018006
-0.194997483,0.229980925
-0.210013276,0.229980925
-0.215001221,0.244986114
-0.219989166,0.255003662
-0.23500496,0.250016022
-0.23500496,0.259991302
-0.239992905,0.250016022
-0.259996644,0.250016022
-0.284988327,0.244986114
-0.304992066,0.244986114
-0.300004121,0.250016022
-0.320007859,0.244986114
-0.320007859,0.259991302
-0.309980011,0.27000885
-0.304992066,0.27000885
-0.300004121,0.27000885
-0.300004121,0.27499649
-0.304992066,0.27998413
-0.300004121,0.27000885
-0.315019914,0.27000885
-0.320007859,0.255003662
-0.309980011,0.250016022
-0.309980011,0.255003662
-0.304992066,0.250016022
-0.304992066,0.255003662
-0.300004121,0.259991302
-0.295016176,0.264978942
-0.295016176,0.264978942
-0.280000382,0.27499649
-0.284988327,0.27499649
-0.280000382,0.27000885
-0.284988327,0.255003662
-0.284988327,0.250016022
-0.289976273,0.235010834
-0.289976273,0.244986114
-0.309980011,0.239998474
-0.309980011,0.244986114
-0.300004121,0.255003662
-0.295016176,0.250016022
-0.295016176,0.255003662
-0.284988327,0.244986114
-0.295016176,0.250016022
-0.284988327,0.250016022
-0.304992066,0.235010834
-0.300004121,0.239998474
-0.315019914,0.229980925
-0.32998375,0.220005646
-0.32998375,0.220005646
-0.324995805,0.235010834
-0.324995805,0.244986114
-0.324995805,0.255003662
-0.324995805,0.250016022
-0.324995805,0.255003662
-0.344999543,0.250016022
-0.344999543,0.255003662
-0.354975434,0.235010834
-0.354975434,0.229980925
-0.365003282,0.224993285
-0.374979172,0.220005646
-0.360015336,0.229980925
-0.380019075,0.224993285
-0.374979172,0.239998474
-0.374979172,0.239998474
-0.374979172,0.255003662
-0.380019075,0.244986114
-0.380019075,0.244986114
-0.374979172,0.224993285
-0.380019075,0.220005646
-0.380019075,0.224993285
-0.38500702,0.209988097
-0.405010759,0.215018006
-0.400022814,0.224993285
-0.400022814,0.224993285
-0.400022814,0.235010834
-0.389994965,0.229980925
-0.380019075,0.229980925
-0.380019075,0.229980925
-0.38500702,0.224993285
-0.394982911,0.224993285
-0.389994965,0.220005646
-0.414986649,0.220005646
-0.419974594,0.224993285
-0.419974594,0.229980925
-0.414986649,0.250016022
-0.405010759,0.259991302
-0.394982911,0.27998413
-0.405010759,0.294989318
-0.389994965,0.300019226
-0.369991227,0.305006866
-0.365003282,0.309994506
-0.365003282,0.314982146
-0.360015336,0.300019226
-0.354975434,0.300019226
-0.354975434,0.27998413
-0.344999543,0.27000885
-0.340011598,0.27499649
-0.32998375,0.264978942
-0.324995805,0.255003662
-0.304992066,0.259991302
-0.275012437,0.255003662
-0.24498085,0.250016022
-0.224977112,0.244986114
-0.215001221,0.235010834
-0.215001221,0.229980925
-0.219989166,0.209988097
-0.23500496,0.194982909
-0.24498085,0.194982909
-0.255008698,0.194982909
-0.275012437,0.205000457
-0.264984589,0.209988097
-0.280000382,0.220005646
-0.275012437,0.224993285
-0.275012437,0.220005646
-0.300004121,0.220005646
-0.315019914,0.215018006
-0.340011598,0.200012817
-0.365003282,0.189995269
-0.389994965,0.180019989
-0.400022814,0.174990081
-0.414986649,0.174990081
-0.439978333,0.189995269
-0.439978333,0.200012817
-0.430002443,0.194982909
-0.425014497,0.205000457
-0.419974594,0.194982909
-0.434990388,0.194982909
-0.425014497,0.189995269
-0.430002443,0.174990081
-0.434990388,0.174990081
-0.454994126,0.165014801
-0.465021975,0.159984893
-0.465021975,0.170002441
-0.474997865,0.174990081
-0.465021975,0.180019989
-0.465021975,0.180019989
-0.450006181,0.194982909
-0.450006181,0.200012817
-0.450006181,0.189995269
-0.450006181,0.200012817
-0.450006181,0.180019989
-0.465021975,0.170002441
-0.454994126,0.185007629
-0.465021975,0.180019989
-0.47998581,0.185007629
-0.474997865,0.185007629
-0.454994126,0.189995269
-0.454994126,0.194982909
-0.439978333,0.189995269
-0.439978333,0.194982909
-0.439978333,0.194982909
-0.450006181,0.189995269
-0.450006181,0.174990081
-0.454994126,0.170002441
-0.47000992,0.170002441
-0.459982072,0.170002441
-0.445018236,0.174990081
-0.459982072,0.185007629
-0.445018236,0.194982909
-0.450006181,0.205000457
-0.445018236,0.200012817
-0.439978333,0.189995269
-0.445018236,0.194982909
-0.434990388,0.200012817
-0.454994126,0.185007629
-0.445018236,0.180019989
-0.450006181,0.180019989
-0.459982072,0.165014801
-0.47000992,0.185007629
-0.459982072,0.189995269
-0.445018236,0.194982909
-0.445018236,0.194982909
-0.430002443,0.200012817
-0.425014497,0.205000457
-0.425014497,0.194982909
-0.430002443,0.185007629
-0.450006181,0.180019989
-0.450006181,0.174990081
-0.450006181,0.170002441
-0.454994126,0.170002441
-0.454994126,0.180019989
-0.445018236,0.180019989
-0.454994126,0.189995269
-0.445018236,0.200012817
-0.445018236,0.215018006
-0.445018236,0.185007629
-0.445018236,0.205000457
-0.434990388,0.189995269
-0.445018236,0.185007629
-0.445018236,0.185007629
-0.454994126,0.170002441
-0.454994126,0.165014801
-0.454994126,0.174990081
-0.450006181,0.185007629
-0.439978333,0.194982909
-0.439978333,0.194982909
-0.430002443,0.215018006
-0.439978333,0.194982909
-0.434990388,0.194982909
-0.419974594,0.185007629
-0.430002443,0.174990081
-0.430002443,0.180019989
-0.439978333,0.174990081
-0.445018236,0.165014801
-0.439978333,0.170002441
-0.439978333,0.189995269
-0.450006181,0.185007629
-0.439978333,0.189995269
-0.439978333,0.205000457
-0.434990388,0.194982909
-0.430002443,0.194982909
-0.425014497,0.189995269
-0.425014497,0.185007629
-0.439978333,0.174990081
-0.439978333,0.170002441
-0.439978333,0.174990081
-0.439978333,0.170002441
-0.439978333,0.174990081
-0.419974594,0.170002441
-0.425014497,0.189995269
-0.414986649,0.200012817
-0.414986649,0.200012817
-0.405010759,0.189995269
-0.409998704,0.180019989
-0.425014497,0.185007629
-0.425014497,0.174990081
-0.425014497,0.165014801
-0.434990388,0.165014801
-0.434990388,0.165014801
-0.425014497,0.165014801
-0.425014497,0.180019989
-0.419974594,0.185007629
-0.394982911,0.189995269
-0.394982911,0.180019989
-0.400022814,0.174990081
-0.405010759,0.174990081
-0.405010759,0.165014801
-0.414986649,0.174990081
-0.419974594,0.165014801
-0.419974594,0.159984893
-0.414986649,0.174990081
-0.414986649,0.174990081
-0.409998704,0.185007629
-0.400022814,0.185007629
-0.38500702,0.200012817
-0.389994965,0.194982909
-0.400022814,0.180019989
-0.389994965,0.180019989
-0.400022814,0.180019989
-0.405010759,0.154997253
-0.405010759,0.154997253
-0.409998704,0.165014801
-0.414986649,0.174990081
-0.414986649,0.180019989
-0.389994965,0.180019989
-0.400022814,0.185007629
-0.380019075,0.194982909
-0.380019075,0.189995269
-0.38500702,0.189995269
-0.394982911,0.194982909
-0.394982911,0.185007629
-0.400022814,0.174990081
-0.409998704,0.170002441
-0.414986649,0.165014801
-0.400022814,0.170002441
-0.405010759,0.180019989
-0.389994965,0.180019989
-0.380019075,0.189995269
-0.374979172,0.200012817
-0.369991227,0.209988097
-0.360015336,0.200012817
-0.380019075,0.185007629
-0.374979172,0.189995269
-0.374979172,0.180019989
-0.38500702,0.154997253
-0.38500702,0.174990081
-0.380019075,0.174990081
-0.38500702,0.185007629
-0.374979172,0.180019989
-0.380019075,0.189995269
-0.365003282,0.194982909
-0.354975434,0.194982909
-0.360015336,0.194982909
-0.354975434,0.185007629
-0.369991227,0.185007629
-0.365003282,0.174990081
-0.374979172,0.170002441
-0.38500702,0.174990081
-0.380019075,0.180019989
-0.380019075,0.185007629
-0.369991227,0.189995269
-0.365003282,0.200012817
-0.360015336,0.194982909
-0.349987488,0.194982909
-0.354975434,0.189995269
-0.360015336,0.189995269
-0.354975434,0.185007629
-0.365003282,0.185007629
-0.369991227,0.170002441
-0.380019075,0.165014801
-0.369991227,0.170002441
-0.374979172,0.180019989
-0.369991227,0.189995269
-0.360015336,0.180019989
-0.354975434,0.185007629
-0.344999543,0.194982909
-0.349987488,0.194982909
-0.354975434,0.185007629
-0.349987488,0.174990081
-0.354975434,0.170002441
-0.349987488,0.174990081
-0.365003282,0.170002441
-0.354975434,0.174990081
-0.354975434,0.185007629
-0.349987488,0.185007629
-0.335023653,0.194982909
-0.340011598,0.189995269
-0.335023653,0.189995269
-0.340011598,0.194982909
-0.340011598,0.185007629
-0.354975434,0.180019989
-0.344999543,0.165014801
-0.344999543,0.174990081
-0.354975434,0.170002441
-0.360015336,0.180019989
-0.349987488,0.194982909
-0.344999543,0.194982909
-0.344999543,0.209988097
-0.335023653,0.205000457
-0.32998375,0.189995269
-0.340011598,0.200012817
-0.340011598,0.194982909
-0.340011598,0.180019989
-0.349987488,0.189995269
-0.360015336,0.185007629
-0.349987488,0.189995269
-0.344999543,0.189995269
-0.349987488,0.185007629
-0.32998375,0.200012817
-0.335023653,0.205000457
-0.32998375,0.209988097
-0.320007859,0.200012817
-0.324995805,0.215018006
-0.335023653,0.209988097
-0.349987488,0.194982909
-0.344999543,0.189995269
-0.349987488,0.174990081
-0.354975434,0.185007629
-0.344999543,0.189995269
-0.360015336,0.189995269
-0.349987488,0.200012817
-0.340011598,0.200012817
-0.324995805,0.209988097
-0.32998375,0.205000457
-0.32998375,0.209988097
-0.335023653,0.194982909
-0.340011598,0.189995269
-0.340011598,0.185007629
-0.335023653,0.189995269
-0.354975434,0.180019989
-0.344999543,0.185007629
-0.344999543,0.194982909
-0.335023653,0.200012817
-0.320007859,0.205000457
-0.320007859,0.209988097
-0.315019914,0.200012817
-0.315019914,0.209988097
-0.324995805,0.200012817
-0.324995805,0.200012817
-0.32998375,0.185007629
-0.335023653,0.189995269
-0.335023653,0.194982909
-0.344999543,0.189995269
-0.335023653,0.200012817
-0.335023653,0.200012817
-0.340011598,0.209988097
-0.344999543,0.220005646
-0.335023653,0.215018006
-0.324995805,0.215018006
-0.315019914,0.209988097
-0.32998375,0.209988097
-0.32998375,0.189995269
-0.320007859,0.189995269
-0.32998375,0.185007629
-0.32998375,0.194982909
-0.32998375,0.200012817
-0.32998375,0.220005646
-0.324995805,0.215018006
-0.309980011,0.220005646
-0.309980011,0.215018006
-0.304992066,0.224993285
-0.300004121,0.209988097
-0.320007859,0.205000457
-0.320007859,0.200012817
-0.324995805,0.200012817
-0.32998375,0.200012817
-0.32998375,0.209988097
-0.320007859,0.205000457
-0.320007859,0.220005646
-0.309980011,0.224993285
-0.309980011,0.229980925
-0.300004121,0.235010834
-0.304992066,0.229980925
-0.295016176,0.224993285
-0.309980011,0.229980925
-0.309980011,0.235010834
-0.315019914,0.250016022
-0.324995805,0.250016022
-0.304992066,0.255003662
-0.289976273,0.285014038
-0.280000382,0.300019226
-0.264984589,0.320012054
-0.250020753,0.335017242
-0.255008698,0.320012054
-0.24498085,0.305006866
-0.239992905,0.300019226
-0.230017015,0.285014038
-0.23500496,0.264978942
-0.239992905,0.255003662
-0.224977112,0.244986114
-0.219989166,0.235010834
-0.190009538,0.244986114
-0.165017854,0.229980925
-0.139974212,0.235010834
-0.109994583,0.244986114
-0.109994583,0.239998474
-0.100018693,0.229980925
-0.105006638,0.224993285
-0.114982528,0.205000457
-0.129998322,0.189995269
-0.15000206,0.194982909
-0.170005799,0.189995269
-0.170005799,0.194982909
-0.185021592,0.200012817
-0.194997483,0.215018006
-0.205025331,0.209988097
-0.194997483,0.220005646
-0.210013276,0.220005646
-0.219989166,0.205000457
-0.24498085,0.194982909
-0.270024492,0.185007629
-0.289976273,0.185007629
-0.304992066,0.170002441
-0.320007859,0.174990081
-0.320007859,0.174990081
-0.340011598,0.185007629
-0.320007859,0.189995269
-0.335023653,0.185007629
-0.320007859,0.200012817
-0.309980011,0.205000457
-0.324995805,0.194982909
-0.320007859,0.194982909
-0.32998375,0.189995269
-0.349987488,0.170002441
-0.340011598,0.180019989
-0.349987488,0.174990081
-0.344999543,0.180019989
-0.340011598,0.194982909
-0.340011598,0.194982909
-0.335023653,0.205000457
-0.32998375,0.200012817
-0.320007859,0.205000457
-0.320007859,0.200012817
-0.320007859,0.200012817
-0.32998375,0.205000457
-0.340011598,0.205000457
-0.344999543,0.220005646
-0.344999543,0.244986114
-0.360015336,0.27499649
-0.38500702,0.305006866
-0.425014497,0.314982146
-0.490013658,0.320012054
-0.550024874,0.285014038
-0.580004503,0.264978942
-0.519993287,0.215018006
-0.369991227,0.165014801
-0.100018693,0.104994049
0.239992905,0.060020752
0.654979554,0.019992828
1.050014423,-0.015005188
1.379998172,-0.039985656
1.574995655,-0.074983672
1.565019765,-0.100006409
1.290007328,-0.119999237
0.860004885,-0.104994049
0.405010759,-0.100006409
0.035019532,-0.074983672
-0.185021592,-0.030010376
-0.259996644,0.015005188
-0.255008698,0.034998016
-0.219989166,0.065008392
-0.174993744,0.089988861
-0.174993744,0.109981689
-0.194997483,0.139992065
-0.239992905,0.185007629
-0.284988327,0.209988097
-0.320007859,0.229980925
-0.344999543,0.255003662
-0.349987488,0.244986114
-0.354975434,0.235010834
-0.360015336,0.239998474
-0.360015336,0.224993285
-0.360015336,0.224993285
-0.38500702,0.220005646
-0.38500702,0.239998474
-0.400022814,0.244986114
-0.389994965,0.255003662
-0.400022814,0.255003662
-0.394982911,0.27499649
-0.389994965,0.264978942
-0.389994965,0.255003662
-0.389994965,0.259991302
-0.394982911,0.239998474
-0.409998704,0.239998474
-0.400022814,0.235010834
-0.414986649,0.239998474
-0.409998704,0.239998474
-0.400022814,0.255003662
-0.400022814,0.259991302
-0.405010759,0.27000885
-0.394982911,0.27000885
-0.380019075,0.27000885
-0.389994965,0.27000885
-0.394982911,0.244986114
-0.394982911,0.250016022
-0.405010759,0.259991302
-0.409998704,0.255003662
-0.409998704,0.244986114
-0.405010759,0.255003662
-0.425014497,0.264978942
-0.409998704,0.255003662
-0.389994965,0.264978942
-0.389994965,0.27998413
-0.38500702,0.27499649
-0.374979172,0.27000885
-0.380019075,0.285014038
-0.380019075,0.264978942
-0.380019075,0.255003662
-0.389994965,0.255003662
-0.394982911,0.250016022
-0.38500702,0.259991302
-0.394982911,0.255003662
-0.38500702,0.27499649
-0.374979172,0.27998413
-0.365003282,0.290001678
-0.354975434,0.27499649
-0.354975434,0.290001678
-0.354975434,0.264978942
-0.365003282,0.27000885
-0.365003282,0.27000885
-0.369991227,0.264978942
-0.380019075,0.259991302
-0.369991227,0.27000885
-0.374979172,0.27000885
-0.360015336,0.259991302
-0.349987488,0.27998413
-0.340011598,0.27998413
-0.32998375,0.285014038
-0.32998375,0.290001678
-0.315019914,0.27499649
-0.324995805,0.264978942
-0.320007859,0.27000885
-0.320007859,0.259991302
-0.309980011,0.27499649
-0.315019914,0.27998413
-0.315019914,0.27499649
-0.309980011,0.27499649
-0.289976273,0.27998413
-0.295016176,0.27998413
-0.280000382,0.27998413
-0.280000382,0.27499649
-0.280000382,0.27998413
-0.275012437,0.27000885
-0.280000382,0.264978942
-0.275012437,0.27000885
-0.284988327,0.27499649
-0.284988327,0.285014038
-0.289976273,0.294989318
-0.270024492,0.294989318
-0.270024492,0.300019226
-0.259996644,0.314982146
-0.259996644,0.300019226
-0.259996644,0.300019226
-0.259996644,0.294989318
-0.270024492,0.27998413
-0.259996644,0.264978942
-0.275012437,0.259991302
-0.255008698,0.250016022
-0.24498085,0.259991302
-0.23500496,0.27499649
-0.219989166,0.27998413
-0.215001221,0.27499649
-0.190009538,0.27998413
-0.165017854,0.294989318
-0.159977951,0.285014038
-0.154990006,0.27499649
-0.139974212,0.27499649
-0.129998322,0.255003662
-0.125010377,0.250016022
-0.139974212,0.244986114
-0.129998322,0.244986114
-0.120022431,0.250016022
-0.100018693,0.259991302
-0.069987106,0.250016022
-0.055023271,0.255003662
-0.020003739,0.250016022
-0.00997589,0.244986114
0.015015793,0.239998474
0.035019532,0.235010834
0.049983368,0.229980925
0.055023271,0.220005646
0.040007477,0.215018006
0.044995422,0.205000457
0.035019532,0.209988097
0.060011216,0.220005646
0.085002899,0.209988097
0.105006638,0.215018006
0.120022431,0.215018006
0.120022431,0.209988097
0.109994583,0.209988097
0.09497879,0.194982909
0.074975051,0.180019989
0.074975051,0.174990081
0.064999161,0.174990081
0.049983368,0.170002441
0.040007477,0.174990081
0.049983368,0.189995269
0.055023271,0.189995269
0.044995422,0.194982909
0.049983368,0.200012817
0.040007477,0.194982909
0.029979629,0.194982909
0.015015793,0.189995269
0,0.194982909
-0.015015793,0.194982909
-0.040007477,0.185007629
-0.060011216,0.194982909
-0.064999161,0.200012817
-0.074975051,0.220005646
-0.09497879,0.229980925
-0.09497879,0.229980925
-0.100018693,0.235010834
-0.109994583,0.235010834
-0.129998322,0.235010834
-0.145014115,0.244986114
-0.154990006,0.229980925
-0.174993744,0.220005646
-0.205025331,0.220005646
-0.190009538,0.215018006
-0.190009538,0.224993285
-0.185021592,0.239998474
-0.190009538,0.244986114
-0.185021592,0.255003662
-0.174993744,0.250016022
-0.185021592,0.259991302
-0.199985428,0.255003662
-0.224977112,0.235010834
-0.239992905,0.250016022
-0.255008698,0.229980925
-0.264984589,0.239998474
-0.255008698,0.224993285
-0.255008698,0.235010834
-0.23500496,0.250016022
-0.230017015,0.259991302
-0.219989166,0.264978942
-0.23500496,0.264978942
-0.23500496,0.27000885
-0.250020753,0.255003662
-0.250020753,0.255003662
-0.255008698,0.244986114
-0.264984589,0.259991302
-0.264984589,0.244986114
-0.280000382,0.239998474
-0.275012437,0.250016022
-0.275012437,0.250016022
-0.280000382,0.250016022
-0.275012437,0.255003662
-0.250020753,0.244986114
-0.239992905,0.250016022
-0.224977112,0.244986114
-0.239992905,0.250016022
-0.24498085,0.229980925
-0.250020753,0.229980925
-0.270024492,0.224993285
-0.270024492,0.215018006
-0.300004121,0.224993285
-0.289976273,0.235010834
-0.289976273,0.250016022
-0.280000382,0.255003662
-0.264984589,0.259991302
-0.270024492,0.250016022
-0.264984589,0.239998474
-0.280000382,0.229980925
-0.284988327,0.235010834
-0.300004121,0.229980925
-0.309980011,0.224993285
-0.315019914,0.229980925
-0.320007859,0.224993285
-0.295016176,0.235010834
-0.280000382,0.250016022
-0.270024492,0.244986114
-0.270024492,0.255003662
-0.275012437,0.239998474
-0.280000382,0.235010834
-0.300004121,0.224993285
-0.320007859,0.220005646
-0.32998375,0.224993285
-0.320007859,0.220005646
-0.320007859,0.220005646
-0.315019914,0.224993285
-0.309980011,0.235010834
-0.315019914,0.239998474
-0.32998375,0.250016022
-0.340011598,0.255003662
-0.344999543,0.229980925
-0.349987488,0.235010834
-0.354975434,0.220005646
-0.354975434,0.220005646
-0.335023653,0.220005646
-0.32998375,0.209988097
-0.324995805,0.235010834
-0.335023653,0.235010834
-0.340011598,0.235010834
-0.340011598,0.239998474
-0.340011598,0.244986114
-0.340011598,0.229980925
-0.340011598,0.255003662
-0.335023653,0.224993285
-0.32998375,0.224993285
-0.349987488,0.220005646
-0.360015336,0.220005646
-0.365003282,0.220005646
-0.369991227,0.229980925
-0.38500702,0.239998474
-0.369991227,0.250016022
-0.349987488,0.27000885
-0.335023653,0.27499649
-0.300004121,0.294989318
-0.295016176,0.300019226
-0.284988327,0.314982146
-0.304992066,0.300019226
-0.315019914,0.305006866
-0.315019914,0.27998413
-0.320007859,0.27000885
-0.324995805,0.264978942
-0.32998375,0.27000885
-0.304992066,0.27499649
-0.280000382,0.27499649
-0.239992905,0.27000885
-0.215001221,0.255003662
-0.190009538,0.259991302
-0.165017854,0.255003662
-0.154990006,0.250016022
-0.165017854,0.224993285
-0.174993744,0.205000457
-0.185021592,0.205000457
-0.185021592,0.194982909
-0.199985428,0.205000457
-0.199985428,0.209988097
-0.215001221,0.224993285
-0.224977112,0.244986114
-0.24498085,0.250016022
-0.270024492,0.250016022
-0.304992066,0.220005646
-0.335023653,0.224993285
-0.354975434,0.200012817
-0.369991227,0.200012817
-0.380019075,0.194982909
-0.374979172,0.209988097
-0.380019075,0.209988097
-0.38500702,0.215018006
-0.394982911,0.215018006
-0.389994965,0.239998474
-0.380019075,0.224993285
-0.374979172,0.224993285
-0.374979172,0.209988097
-0.38500702,0.205000457
-0.394982911,0.200012817
-0.414986649,0.205000457
-0.434990388,0.185007629
-0.439978333,0.189995269
-0.450006181,0.200012817
-0.434990388,0.215018006
-0.419974594,0.220005646
-0.409998704,0.224993285
-0.394982911,0.229980925
-0.400022814,0.235010834
-0.405010759,0.224993285
-0.409998704,0.224993285
-0.405010759,0.239998474
-0.414986649,0.235010834
-0.409998704,0.239998474
-0.439978333,0.255003662
-0.439978333,0.300019226
-0.454994126,0.324999694
-0.495001603,0.340004882
-0.530021135,0.35999771
-0.575016558,0.320012054
-0.609984132,0.27998413
-0.589980393,0.215018006
-0.490013658,0.144979705
-0.255008698,0.065008392
0.080014954,0.045015564
0.495001603,0.030010376
0.909988253,0.089988861
1.229996112,0.139992065
1.384986118,0.174990081
1.270003589,0.205000457
0.86499283,0.235010834
0.289976273,0.255003662
-0.255008698,0.349980162
-0.624999925,0.484984587
-0.799993669,0.62501892
-0.830025256,0.750005797
-0.804981615,0.859987486
-0.784977876,0.940001066
-0.804981615,0.994991911
-0.86499283,1.049982755
-0.960023578,1.075005491
-1.04497452,1.110003507
-1.110025638,1.129996336
-1.140005267,1.099985959
-1.155021061,1.079993131
-1.144993213,1.040007475
-1.104985735,0.959993894
-1.04497452,0.885010222
-0.965011523,0.804996641
-0.889984514,0.704990233
-0.815009463,0.590020904
-0.725018618,0.505019683
-0.640015719,0.420018463
-0.575016558,0.349980162
-0.510017397,0.305006866
-0.465021975,0.27998413
-0.434990388,0.264978942
-0.425014497,0.27000885
-0.409998704,0.259991302
-0.414986649,0.239998474
-0.419974594,0.239998474
-0.430002443,0.220005646
-0.430002443,0.215018006
-0.419974594,0.209988097
-0.400022814,0.205000457
-0.374979172,0.209988097
-0.354975434,0.220005646
-0.335023653,0.209988097
-0.360015336,0.189995269
-0.360015336,0.185007629
-0.354975434,0.189995269
-0.369991227,0.180019989
-0.365003282,0.170002441
-0.365003282,0.154997253
-0.344999543,0.165014801
-0.349987488,0.170002441
-0.335023653,0.189995269
-0.335023653,0.185007629
-0.324995805,0.189995269
-0.324995805,0.200012817
-0.32998375,0.189995269
-0.315019914,0.185007629
-0.32998375,0.170002441
-0.320007859,0.170002441
-0.315019914,0.165014801
-0.324995805,0.170002441
-0.32998375,0.159984893
-0.32998375,0.165014801
-0.309980011,0.170002441
-0.295016176,0.174990081
-0.284988327,0.170002441
-0.259996644,0.170002441
-0.264984589,0.165014801
-0.255008698,0.165014801
-0.259996644,0.150009613
-0.264984589,0.139992065
-0.259996644,0.135004425
-0.264984589,0.139992065
-0.259996644,0.135004425
-0.255008698,0.135004425
-0.24498085,0.144979705
-0.239992905,0.135004425
-0.23500496,0.154997253
-0.224977112,0.139992065
-0.215001221,0.130016785
-0.215001221,0.130016785
-0.219989166,0.119999237
-0.219989166,0.124986877
-0.210013276,0.104994049
-0.215001221,0.109981689
-0.199985428,0.115011597
-0.179981689,0.124986877
-0.159977951,0.115011597
-0.154990006,0.115011597
-0.134986267,0.119999237
-0.120022431,0.115011597
-0.109994583,0.104994049
-0.109994583,0.095018769
-0.125010377,0.089988861
-0.139974212,0.080013581
-0.129998322,0.074983672
-0.114982528,0.074983672
-0.085002899,0.069996032
-0.055023271,0.060020752
-0.040007477,0.060020752
-0.004987945,0.054990844
0,0.065008392
0.024991684,0.054990844
0.035019532,0.054990844
0.035019532,0.030010376
0.029979629,0.019992828
0.020003739,0.015005188
0.00997589,0.00498764
0.004987945,0.010017548
0.024991684,0
0.035019532,0.00498764
0.060011216,0.019992828
0.089990845,0.015005188
